infinitive,tense,person,new_example,new_example_english
alzarsi,futuro_semplice,loro,"Si alzeranno dal posto a sedere per lasciare spazio agli anziani sull'autobus","They will get up from their seats to make room for elderly people on the bus"
alzarsi,passato_prossimo,io,"Mi sono alzato alle cinque stamattina per vedere l'alba spettacolare dalle montagne","I got up at five this morning to see the spectacular sunrise from the mountains"
alzarsi,passato_prossimo,tu,"Ti sei alzato dal letto nel cuore della notte per controllare il rumore strano?","Did you get up from bed in the middle of the night to check the strange noise?"
alzarsi,passato_prossimo,lui,"Si è alzato dalla poltrona per salutare calorosamente tutti gli ospiti della festa","He got up from the armchair to warmly greet all the party guests"
alzarsi,passato_prossimo,noi,"Ci siamo alzati in piedi per cantare l'inno nazionale prima della partita di calcio","We stood up to sing the national anthem before the soccer game"
alzarsi,passato_prossimo,voi,"Vi siete alzati dal tavolo senza finire la cena perché eravate troppo stanchi?","Did you get up from the table without finishing dinner because you were too tired?"
alzarsi,passato_prossimo,loro,"Si sono alzati alle quattro del mattino per vedere l'eclissi lunare nel cielo","They got up at four in the morning to see the lunar eclipse in the sky"
amare,presente,io,"Amo profondamente la musica classica e vado spesso ai concerti della filarmonica cittadina","I deeply love classical music and often go to concerts by the city philharmonic"
amare,presente,tu,"Tu ami cucinare piatti tradizionali italiani per tutta la famiglia ogni domenica sera?","Do you love cooking traditional Italian dishes for the whole family every Sunday evening?"
amare,presente,lui,"Lei ama viaggiare in paesi esotici e scoprire culture completamente diverse dalla sua","She loves traveling to exotic countries and discovering cultures completely different from hers"
amare,presente,noi,"Noi amiamo passare le vacanze estive nella casa al mare dei nostri nonni","We love spending summer vacations at our grandparents' house by the sea"
amare,presente,voi,"Voi amate leggere romanzi di avventura sotto l'albero del giardino nelle giornate soleggiate","You love reading adventure novels under the garden tree on sunny days"
amare,presente,loro,"Loro amano ballare il tango argentino ogni venerdì sera nella scuola di danza","They love dancing Argentine tango every Friday evening at the dance school"
amare,futuro_semplice,io,"Amerò sempre questo posto magico dove ho trascorso l'infanzia con i miei fratelli","I will always love this magical place where I spent childhood with my brothers"
amare,futuro_semplice,tu,"Tu amerai sicuramente la nuova città quando conoscerai meglio la gente del posto","You will surely love the new city when you get to know the local people better"
amare,futuro_semplice,lui,"Lei amerà il suo nuovo lavoro perché potrà finalmente aiutare i bambini bisognosi","She will love her new job because she can finally help children in need"
amare,futuro_semplice,noi,"Ameremo sempre ricordare questi momenti felici trascorsi insieme durante le ferie estive","We will always love remembering these happy moments spent together during summer holidays"
amare,futuro_semplice,voi,"Voi amerete vivere in campagna quando scoprirete la pace della natura incontaminata","You will love living in the countryside when you discover the peace of unspoiled nature"
amare,futuro_semplice,loro,"Loro ameranno il nuovo cane quando si abitueranno alla sua presenza vivace in casa","They will love the new dog when they get used to his lively presence in the house"
amare,passato_prossimo,io,"Ho amato profondamente quella persona per molti anni prima di capire l'incompatibilità caratteriale","I deeply loved that person for many years before understanding the character incompatibility"
amare,passato_prossimo,tu,"Hai mai amato qualcuno così tanto da essere disposto a cambiare città per lui?","Have you ever loved someone so much that you were willing to change cities for them?"
amare,passato_prossimo,lui,"Ha amato la montagna fin da bambino e ora lavora come guida alpina","He has loved mountains since childhood and now works as a mountain guide"
amare,passato_prossimo,noi,"Abbiamo amato quel ristorante dal primo momento e ora ci andiamo ogni anniversario","We loved that restaurant from the first moment and now go there every anniversary"
amare,passato_prossimo,voi,"Avete amato così tanto quel film che lo avete guardato cinque volte consecutive?","Did you love that movie so much that you watched it five times in a row?"
amare,passato_prossimo,loro,"Hanno amato quella casa al primo sguardo e hanno deciso di comprarla immediatamente","They loved that house at first sight and decided to buy it immediately"
andare,presente,io,"Vado spesso al mercato biologico del centro per comprare frutta e verdura fresche","I often go to the organic market downtown to buy fresh fruits and vegetables"
andare,presente,tu,"Tu vai sempre in palestra dopo il lavoro o preferisci correre nel parco?","Do you always go to the gym after work or do you prefer running in the park?"
andare,presente,lui,"Lei va dal parrucchiere ogni due settimane per mantenere perfetto il suo taglio elegante","She goes to the hairdresser every two weeks to keep her elegant cut perfect"
andare,presente,noi,"Andiamo tutti insieme al cinema stasera per vedere il nuovo film di fantascienza","We're all going to the movies tonight to see the new science fiction film"
andare,presente,voi,"Voi andate mai a teatro durante la stagione lirica o preferite altri spettacoli?","Do you ever go to the theater during opera season or do you prefer other shows?"
andare,presente,loro,"Vanno in chiesa ogni domenica mattina per partecipare alla messa delle dieci","They go to church every Sunday morning to attend the ten o'clock mass"
andare,futuro_semplice,io,"Andrò in vacanza in Giappone il prossimo anno per visitare i templi antichi","I will go on vacation to Japan next year to visit ancient temples"
andare,futuro_semplice,tu,"Tu andrai all'università dopo aver finito il liceo o cercherai subito lavoro?","Will you go to university after finishing high school or look for work immediately?"
andare,futuro_semplice,lui,"Lei andrà dal medico specialista per controllare i risultati degli ultimi esami clinici","She will go to the specialist doctor to check the results of the latest clinical tests"
andare,futuro_semplice,noi,"Andremo tutti al matrimonio di nostra cugina che si celebrerà in Sicilia","We will all go to our cousin's wedding which will be celebrated in Sicily"
andare,futuro_semplice,voi,"Voi andrete in montagna questo weekend per fare escursioni tra i sentieri alpini?","Will you go to the mountains this weekend to hike among alpine trails?"
andare,futuro_semplice,loro,"Andranno al concerto dei loro cantanti preferiti appena usciranno i biglietti","They will go to their favorite singers' concert as soon as tickets come out"
andare,passato_prossimo,io,"Sono andato al museo d'arte moderna per vedere la mostra di pittura impressionista","I went to the modern art museum to see the impressionist painting exhibition"
andare,passato_prossimo,tu,"Sei andato dal dentista per il controllo semestrale che avevi prenotato da tempo?","Did you go to the dentist for the six-month checkup you had booked long ago?"
andare,passato_prossimo,lui,"È andato in biblioteca per studiare in silenzio lontano dalle distrazioni di casa","He went to the library to study in silence away from home distractions"
andare,passato_prossimo,noi,"Siamo andati al ristorante cinese per festeggiare il compleanno di nostra madre","We went to the Chinese restaurant to celebrate our mother's birthday"
andare,passato_prossimo,voi,"Siete andati alla riunione di condominio per discutere dei problemi dell'ascensore?","Did you go to the condominium meeting to discuss elevator problems?"
andare,passato_prossimo,loro,"Sono andati in ospedale per visitare il nonno che si stava riprendendo dall'operazione","They went to the hospital to visit grandfather who was recovering from surgery"
aprire,presente,io,"Apro sempre tutte le finestre di casa la mattina per far entrare aria fresca","I always open all the house windows in the morning to let fresh air in"
aprire,presente,tu,"Tu apri il negozio ogni giorno alle otto precise o dipende dal traffico?","Do you open the store every day at exactly eight or does it depend on traffic?"
aprire,presente,lui,"Lei apre la porta di casa solo dopo aver guardato attentamente dallo spioncino","She opens the house door only after carefully looking through the peephole"
aprire,presente,noi,"Apriamo insieme questo regalo di matrimonio per vedere cosa ci hanno portato","Let's open this wedding gift together to see what they brought us"
aprire,presente,voi,"Voi aprite sempre i libri di testo prima di iniziare a studiare seriamente?","Do you always open textbooks before starting to study seriously?"
aprire,presente,loro,"Aprono il ristorante solo per cena perché preferiscono dedicare il pomeriggio alla preparazione","They open the restaurant only for dinner because they prefer to dedicate the afternoon to preparation"
aprire,futuro_semplice,io,"Aprirò la mia attività commerciale il prossimo mese dopo aver ottenuto tutte le licenze","I will open my business next month after obtaining all the licenses"
aprire,futuro_semplice,tu,"Tu aprirai finalmente il conto bancario che rimandi da settimane per pigrizia?","Will you finally open the bank account you've been putting off for weeks due to laziness?"
aprire,futuro_semplice,lui,"Lei aprirà la lettera importante solo quando avrà il coraggio di affrontare la verità","She will open the important letter only when she has the courage to face the truth"
aprire,futuro_semplice,noi,"Apriremo la scuola di danza che sogniamo da anni nel quartiere della città","We will open the dance school we've been dreaming of for years in the city neighborhood"
aprire,futuro_semplice,voi,"Voi aprirete il vostro cuore a nuove esperienze durante il viaggio in Asia?","Will you open your hearts to new experiences during the trip to Asia?"
aprire,futuro_semplice,loro,"Apriranno il nuovo centro commerciale dopo Natale con grande festa di inaugurazione","They will open the new shopping center after Christmas with a big opening party"
aprire,passato_prossimo,io,"Ho aperto il computer per controllare le email importanti arrivate durante la notte","I opened the computer to check important emails that arrived during the night"
aprire,passato_prossimo,tu,"Hai aperto l'armadio per scegliere il vestito più elegante per la festa stasera?","Did you open the closet to choose the most elegant dress for tonight's party?"
aprire,passato_prossimo,lui,"Ha aperto cautamente la porta del garage per verificare se l'auto era ancora","He cautiously opened the garage door to check if the car was still there"
aprire,passato_prossimo,noi,"Abbiamo aperto tutti i pacchi di Natale insieme davanti al camino acceso","We opened all Christmas packages together in front of the fireplace"
aprire,passato_prossimo,voi,"Avete aperto la bottiglia di vino pregiato che conservavate per l'occasione speciale?","Did you open the fine wine bottle you were saving for the special occasion?"
aprire,passato_prossimo,loro,"Hanno aperto il museo al pubblico dopo tre anni di restauri e miglioramenti","They opened the museum to the public after three years of restorations and improvements"
arrivare,presente,io,"Arrivo sempre puntuale agli appuntamenti perché rispetto molto il tempo degli altri","I always arrive on time to appointments because I greatly respect others' time"
arrivare,presente,tu,"Tu arrivi spesso in ritardo a scuola o riesci a svegliarti presto?","Do you often arrive late to school or do you manage to wake up early?"
arrivare,presente,lui,"Lei arriva dal lavoro molto stanca dopo aver affrontato una giornata particolarmente difficile","She arrives from work very tired after facing a particularly difficult day"
arrivare,presente,noi,"Arriviamo tutti insieme alla stazione per prendere il treno delle otto e trenta","We all arrive together at the station to catch the eight-thirty train"
arrivare,presente,voi,"Voi arrivate sempre per primi alle feste o preferite aspettare che arrivi gente?","Do you always arrive first to parties or do you prefer to wait for people to arrive?"
arrivare,presente,loro,"Arrivano molti turisti in questa città durante l'estate per visitare i monumenti storici","Many tourists arrive in this city during summer to visit historical monuments"
arrivare,futuro_semplice,io,"Arriverò a destinazione verso le cinque del pomeriggio se il traffico non sarà troppo intenso","I will arrive at destination around five in the afternoon if traffic isn't too heavy"
arrivare,futuro_semplice,tu,"Tu arriverai in tempo per la cena di compleanno o dobbiamo aspettarti?","Will you arrive in time for the birthday dinner or should we wait for you?"
arrivare,futuro_semplice,lui,"Lei arriverà dall'America dopo un viaggio lungo e faticoso di dodici ore","She will arrive from America after a long and tiring twelve-hour journey"
arrivare,futuro_semplice,noi,"Arriveremo alla meta finale della nostra escursione prima del tramonto del sole","We will arrive at the final destination of our hike before sunset"
arrivare,futuro_semplice,voi,"Voi arriverete alla conclusione giusta se analizzerete attentamente tutti i dati disponibili","You will arrive at the right conclusion if you carefully analyze all available data"
arrivare,futuro_semplice,loro,"Arriveranno i rinforzi militari entro domattina per aiutare la popolazione in difficoltà","Military reinforcements will arrive by tomorrow morning to help the population in difficulty"
arrivare,passato_prossimo,io,"Sono arrivato alla festa quando tutti stavano già ballando e divertendosi moltissimo","I arrived at the party when everyone was already dancing and having a great time"
arrivare,passato_prossimo,tu,"Sei arrivato alla conclusione che era meglio cambiare lavoro dopo quella discussione?","Did you arrive at the conclusion that it was better to change jobs after that discussion?"
arrivare,passato_prossimo,lui,"È arrivato il pacco che aspettava da settimane con i libri ordinati online","The package he had been waiting for weeks with books ordered online arrived"
arrivare,passato_prossimo,noi,"Siamo arrivati in cima alla montagna dopo quattro ore di cammino faticoso","We arrived at the top of the mountain after four hours of tiring walking"
arrivare,passato_prossimo,voi,"Siete arrivati alla stazione proprio nel momento in cui il treno stava partendo?","Did you arrive at the station just as the train was leaving?"
arrivare,passato_prossimo,loro,"Sono arrivati gli ospiti internazionali per la conferenza che si terrà domani","International guests arrived for the conference that will be held tomorrow"
ascoltare,presente,io,"Ascolto sempre musica jazz mentre cucino perché mi rilassa e mi ispira creatività","I always listen to jazz music while cooking because it relaxes me and inspires creativity"
ascoltare,presente,tu,"Tu ascolti mai i consigli di tua madre o preferisci imparare dai tuoi errori?","Do you ever listen to your mother's advice or do you prefer learning from your mistakes?"
ascoltare,presente,lui,"Lei ascolta attentamente ogni parola del professore durante le lezioni di filosofia italiana","She carefully listens to every word of the professor during Italian philosophy lessons"
ascoltare,presente,noi,"Ascoltiamo le notizie alla radio ogni mattina mentre facciamo colazione insieme","We listen to the news on the radio every morning while having breakfast together"
ascoltare,presente,voi,"Voi ascoltate spesso podcast educativi durante i lunghi viaggi in auto per imparare?","Do you often listen to educational podcasts during long car trips to learn?"
ascoltare,presente,loro,"Ascoltano musica classica ogni sera per rilassarsi dopo una giornata di lavoro intenso","They listen to classical music every evening to relax after an intense work day"
ascoltare,futuro_semplice,io,"Ascolterò il nuovo album del mio cantante preferito appena sarà disponibile nei negozi","I will listen to my favorite singer's new album as soon as it's available in stores"
ascoltare,futuro_semplice,tu,"Tu ascolterai finalmente i suggerimenti del medico per migliorare la tua salute generale?","Will you finally listen to the doctor's suggestions to improve your overall health?"
ascoltare,futuro_semplice,lui,"Lei ascolterà la conferenza del famoso scrittore che si terrà nell'aula magna","She will listen to the famous writer's lecture that will be held in the main hall"
ascoltare,futuro_semplice,noi,"Ascolteremo insieme l'opera lirica alla Scala durante la nostra visita a Milano","We will listen to the opera at La Scala together during our visit to Milan"
ascoltare,futuro_semplice,voi,"Voi ascolterete le testimonianze dei sopravvissuti durante il documentario sulla guerra mondiale?","Will you listen to survivors' testimonies during the documentary about the world war?"
ascoltare,futuro_semplice,loro,"Ascolteranno tutte le proposte prima di prendere la decisione finale sul progetto","They will listen to all proposals before making the final decision on the project"
ascoltare,passato_prossimo,io,"Ho ascoltato un concerto meraviglioso ieri sera che mi ha emozionato profondamente","I listened to a wonderful concert last night that moved me deeply"
ascoltare,passato_prossimo,tu,"Hai ascoltato le previsioni del tempo prima di decidere di organizzare il picnic?","Did you listen to the weather forecast before deciding to organize the picnic?"
ascoltare,passato_prossimo,lui,"Ha ascoltato pazientemente tutti i problemi dei suoi studenti durante l'ora di ricevimento","He patiently listened to all his students' problems during office hours"
ascoltare,passato_prossimo,noi,"Abbiamo ascoltato la storia affascinante del nonno sui tempi della sua gioventù","We listened to grandfather's fascinating story about the times of his youth"
ascoltare,passato_prossimo,voi,"Avete ascoltato l'annuncio importante del direttore durante l'assemblea di ieri mattina?","Did you listen to the director's important announcement during yesterday morning's assembly?"
ascoltare,passato_prossimo,loro,"Hanno ascoltato attentamente le istruzioni prima di iniziare l'esperimento scientifico complesso","They carefully listened to instructions before starting the complex scientific experiment"
aspettare,presente,io,"Aspetto sempre l'autobus numero venti alla fermata vicino al supermercato del centro","I always wait for bus number twenty at the stop near the downtown supermarket"
aspettare,presente,tu,"Tu aspetti ancora una risposta dalla università per la domanda di iscrizione?","Are you still waiting for a response from the university for the enrollment application?"
aspettare,presente,lui,"Lei aspetta il fidanzato davanti al cinema per andare a vedere il nuovo film romantico","She waits for her boyfriend in front of the cinema to go see the new romantic movie"
aspettare,presente,noi,"Aspettiamo tutti insieme l'arrivo del treno che porterà i nostri parenti dalla Sicilia","We all wait together for the arrival of the train that will bring our relatives from Sicily"
aspettare,presente,voi,"Voi aspettate sempre l'ultimo momento per prenotare le vacanze estive al mare?","Do you always wait until the last moment to book summer beach vacations?"
aspettare,presente,loro,"Aspettano con ansia i risultati dell'esame di medicina che hanno sostenuto settimana scorsa","They anxiously wait for the medical exam results they took last week"
aspettare,futuro_semplice,io,"Aspetterò il momento giusto per dire la verità a mia madre sulla situazione","I will wait for the right moment to tell my mother the truth about the situation"
aspettare,futuro_semplice,tu,"Tu aspetterai la fine della pandemia per organizzare il viaggio dei tuoi sogni?","Will you wait for the end of the pandemic to organize your dream trip?"
aspettare,futuro_semplice,lui,"Lei aspetterà che i figli crescano prima di riprendere a lavorare a tempo pieno","She will wait for the children to grow up before returning to full-time work"
aspettare,futuro_semplice,noi,"Aspetteremo che finisca la pioggia prima di uscire per la passeggiata nel parco","We will wait for the rain to stop before going out for a walk in the park"
aspettare,futuro_semplice,voi,"Voi aspetterete che si liberi un tavolo al ristorante o andremo da un'altra parte?","Will you wait for a table to become free at the restaurant or shall we go somewhere else?"
aspettare,futuro_semplice,loro,"Aspetteranno il tramonto per scattare le fotografie più belle durante la gita romantica","They will wait for sunset to take the most beautiful photographs during the romantic trip"
aspettare,passato_prossimo,io,"Ho aspettato due ore dal dentista perché aveva avuto un'emergenza con un altro paziente","I waited two hours at the dentist because he had an emergency with another patient"
aspettare,passato_prossimo,tu,"Hai aspettato abbastanza a lungo una promozione sul lavoro o è il momento di cambiare?","Have you waited long enough for a promotion at work or is it time to change?"
aspettare,passato_prossimo,lui,"Ha aspettato che tutti se ne andassero prima di confessare i suoi veri sentimenti","He waited for everyone to leave before confessing his true feelings"
aspettare,passato_prossimo,noi,"Abbiamo aspettato il momento perfetto per comprare la casa dei nostri sogni","We waited for the perfect moment to buy the house of our dreams"
aspettare,passato_prossimo,voi,"Avete aspettato invano l'arrivo degli amici che avevano promesso di venire alla festa?","Did you wait in vain for the arrival of friends who had promised to come to the party?"
aspettare,passato_prossimo,loro,"Hanno aspettato anni prima di realizzare il progetto di aprire un ristorante insieme","They waited years before realizing the project of opening a restaurant together"
avere,presente,io,"Ho sempre fame verso le undici di mattina perché faccio colazione molto presto","I'm always hungry around eleven in the morning because I have breakfast very early"
avere,presente,tu,"Tu hai abbastanza tempo libero per dedicarti ai tuoi hobby preferiti durante la settimana?","Do you have enough free time to dedicate to your favorite hobbies during the week?"
avere,presente,lui,"Lei ha una collezione impressionante di libri antichi nella sua biblioteca personale di casa","She has an impressive collection of antique books in her personal home library"
avere,presente,noi,"Abbiamo tutti i documenti necessari per richiedere il visto per viaggiare negli Stati Uniti","We have all the necessary documents to apply for a visa to travel to the United States"
avere,presente,voi,"Voi avete mai avuto l'opportunità di visitare i musei più famosi dell'Europa occidentale?","Have you ever had the opportunity to visit the most famous museums in Western Europe?"
avere,presente,loro,"Hanno una casa bellissima in campagna dove passano tutti i weekend primaverili ed estivi","They have a beautiful house in the countryside where they spend all spring and summer weekends"
avere,futuro_semplice,io,"Avrò finalmente l'occasione di incontrare il mio scrittore preferito alla conferenza letteraria","I will finally have the chance to meet my favorite writer at the literary conference"
avere,futuro_semplice,tu,"Tu avrai sicuramente successo nel tuo nuovo lavoro se continuerai a impegnarti così tanto","You will surely have success in your new job if you continue working so hard"
avere,futuro_semplice,lui,"Lei avrà bisogno di aiuto per trasportare tutti i mobili durante il trasloco","She will need help to transport all the furniture during the move"
avere,futuro_semplice,noi,"Avremo molto tempo a disposizione per visitare tutti i monumenti della città storica","We will have plenty of time available to visit all the monuments in the historic city"
avere,futuro_semplice,voi,"Voi avrete l'opportunità di imparare tre lingue straniere durante il corso universitario internazionale?","Will you have the opportunity to learn three foreign languages during the international university course?"
avere,futuro_semplice,loro,"Avranno una grande festa per celebrare il venticinquesimo anniversario di matrimonio dei nonni","They will have a big party to celebrate grandparents' twenty-fifth wedding anniversary"
avere,passato_prossimo,io,"Ho avuto una giornata incredibilmente bella passeggiando per le strade del centro storico","I had an incredibly beautiful day walking through the streets of the historic center"
avere,passato_prossimo,tu,"Hai avuto problemi con il computer nuovo che hai comprato la settimana scorsa?","Did you have problems with the new computer you bought last week?"
avere,passato_prossimo,lui,"Ha avuto molto coraggio ad affrontare quella situazione difficile e delicata da solo","He had a lot of courage to face that difficult and delicate situation alone"
avere,passato_prossimo,noi,"Abbiamo avuto l'onore di incontrare il sindaco durante la cerimonia di inaugurazione del parco","We had the honor of meeting the mayor during the park inauguration ceremony"
avere,passato_prossimo,voi,"Avete avuto tempo di visitare la mostra d'arte contemporanea prima della sua chiusura?","Did you have time to visit the contemporary art exhibition before its closing?"
avere,passato_prossimo,loro,"Hanno avuto la possibilità di viaggiare in tutto il mondo grazie al loro lavoro","They had the possibility to travel all over the world thanks to their work"
ballare,presente,io,"Ballo sempre al ritmo della musica latina durante le serate al club del centro","I always dance to the rhythm of Latin music during evenings at the downtown club"
ballare,presente,tu,"Tu balli ancora come quando eri giovane o preferisci guardare gli altri?","Do you still dance like when you were young or do you prefer watching others?"
ballare,presente,lui,"Lei balla elegantemente il valzer con suo marito durante le feste di gala","She elegantly dances the waltz with her husband during gala parties"
ballare,presente,noi,"Balliamo tutti insieme durante i matrimoni tradizionali della nostra famiglia numerosa siciliana","We all dance together during traditional weddings of our large Sicilian family"
ballare,presente,voi,"Voi ballate spesso durante le feste del paese o preferite stare seduti a parlare?","Do you often dance during village festivals or do you prefer sitting and talking?"
ballare,presente,loro,"Ballano ogni sera nel loro salotto ascoltando la musica degli anni sessanta","They dance every evening in their living room listening to music from the sixties"
ballare,futuro_semplice,io,"Ballerò con mia figlia il giorno del suo matrimonio davanti a tutti gli invitati","I will dance with my daughter on her wedding day in front of all the guests"
ballare,futuro_semplice,tu,"Tu ballerai finalmente il tango che stai imparando da mesi alla scuola di danza?","Will you finally dance the tango you've been learning for months at dance school?"
ballare,futuro_semplice,lui,"Lei ballerà sul palco del teatro durante lo spettacolo di beneficenza della città","She will dance on the theater stage during the city's charity show"
ballare,futuro_semplice,noi,"Balleremo tutta la notte per festeggiare la laurea di nostro fratello in ingegneria","We will dance all night to celebrate our brother's graduation in engineering"
ballare,futuro_semplice,voi,"Voi ballerete alle nozze d'oro dei vostri genitori che si celebreranno in giardino?","Will you dance at your parents' golden wedding anniversary that will be celebrated in the garden?"
ballare,futuro_semplice,loro,"Balleranno insieme per la prima volta dopo aver litigato per mesi stupidamente","They will dance together for the first time after fighting for months stupidly"
ballare,passato_prossimo,io,"Ho ballato per tre ore consecutive alla festa di compleanno di mia sorella","I danced for three consecutive hours at my sister's birthday party"
