infinitive,tense,person,new_example,new_example_english
pagare,presente,loro,"Pagano sempre il prezzo pieno senza mai chiedere sconti ai commercianti","They always pay full price without ever asking merchants for discounts"
pagare,futuro_semplice,io,"Pagherò tutti i debiti che ho contratto durante gli anni universitari difficili","I will pay all debts I contracted during difficult university years"
pagare,futuro_semplice,tu,"Tu pagherai finalmente quella multa che hai ricevuto per divieto di sosta?","Will you finally pay that fine you received for parking violation?"
pagare,futuro_semplice,lui,"Lei pagherà la casa con un mutuo trentennale dalla banca locale","She will pay for house with thirty-year mortgage from local bank"
pagare,futuro_semplice,noi,"Pagheremo insieme le spese del matrimonio dividendo tutto a metà equamente","We will pay wedding expenses together splitting everything in half equally"
pagare,futuro_semplice,voi,"Voi pagherete le tasse universitarie o avrete una borsa di studio completa?","Will you pay university tuition or will you have complete scholarship?"
pagare,futuro_semplice,loro,"Pagheranno il prezzo delle loro azioni quando la verità verrà alla luce","They will pay price for their actions when truth comes to light"
pagare,passato_prossimo,io,"Ho pagato troppo per quella macchina usata che si è rotta subito","I paid too much for that used car that broke immediately"
pagare,passato_prossimo,tu,"Hai pagato il conto del ristorante o dobbiamo ancora dividere la spesa?","Did you pay restaurant bill or do we still need to split expense?"
pagare,passato_prossimo,lui,"Ha pagato un prezzo alto per imparare quella lezione di vita importante","He paid high price to learn that important life lesson"
pagare,passato_prossimo,noi,"Abbiamo pagato in anticipo tutto il viaggio per ottenere uno sconto","We paid entire trip in advance to get discount"
pagare,passato_prossimo,voi,"Avete pagato le tasse sulla casa entro la scadenza stabilita dal comune?","Did you pay house taxes by deadline established by municipality?"
pagare,passato_prossimo,loro,"Hanno pagato le conseguenze delle loro scelte sbagliate fatte in gioventù","They paid consequences of their wrong choices made in youth"
parcheggiare,presente,io,"Parcheggio sempre la macchina lontano dai centri commerciali per evitare graffi","I always park car away from shopping centers to avoid scratches"
parcheggiare,presente,tu,"Tu parcheggi mai in divieto di sosta o rispetti sempre le regole?","Do you ever park in no-parking zones or do you always respect rules?"
parcheggiare,presente,lui,"Lei parcheggia con grande difficoltà perché ha preso la patente da poco","She parks with great difficulty because she got license recently"
parcheggiare,presente,noi,"Parcheggiamo sempre nello stesso posto davanti al nostro palazzo di residenza","We always park in same spot in front of our residential building"
parcheggiare,presente,voi,"Voi parcheggiate spesso nel garage sotterraneo o preferite la strada esterna?","Do you often park in underground garage or prefer outside street?"
parcheggiare,presente,loro,"Parcheggiano sempre in doppia fila nonostante le multe continue della polizia","They always park in double row despite continuous police fines"
parcheggiare,futuro_semplice,io,"Parcheggerò la macchina nuova solo in luoghi sicuri e ben illuminati","I will park new car only in safe and well-lit places"
parcheggiare,futuro_semplice,tu,"Tu parcheggerai finalmente in modo corretto senza occupare due posti?","Will you finally park correctly without taking up two spaces?"
parcheggiare,futuro_semplice,lui,"Lei parcheggerà davanti alla chiesa durante la cerimonia di matrimonio","She will park in front of church during wedding ceremony"
parcheggiare,futuro_semplice,noi,"Parcheggeremo tutte le auto nel cortile della casa per la festa","We will park all cars in house courtyard for party"
parcheggiare,futuro_semplice,voi,"Voi parcheggerete gratuitamente nel parcheggio dell'aeroporto durante il viaggio?","Will you park for free in airport parking during trip?"
parcheggiare,futuro_semplice,loro,"Parcheggeranno i camion nel deposito aziendale durante la notte per sicurezza","They will park trucks in company depot during night for security"
parcheggiare,passato_prossimo,io,"Ho parcheggiato l'auto troppo vicino al muro e ora ho difficoltà","I parked car too close to wall and now have difficulty getting out"
parcheggiare,passato_prossimo,tu,"Hai parcheggiato nel posto riservato ai disabili senza averne il diritto?","Did you park in disabled spot without having right to do so?"
parcheggiare,passato_prossimo,lui,"Ha parcheggiato la macchina sotto l'albero per proteggerla dal sole cocente","He parked car under tree to protect it from blazing sun"
parcheggiare,passato_prossimo,noi,"Abbiamo parcheggiato tutte le macchine in fila per non occupare troppo spazio","We parked all cars in row to not take up too much space"
parcheggiare,passato_prossimo,voi,"Avete parcheggiato lontano dall'entrata del centro commerciale per risparmiare soldi?","Did you park far from shopping center entrance to save money?"
parcheggiare,passato_prossimo,loro,"Hanno parcheggiato male e hanno ricevuto una multa salata dalla polizia","They parked badly and received hefty fine from police"
parlare,presente,io,"Parlo sempre con entusiasmo delle mie passioni quando incontro persone interessate","I always speak enthusiastically about my passions when meeting interested people"
parlare,presente,tu,"Tu parli mai in pubblico o hai troppa paura del giudizio altrui?","Do you ever speak in public or are you too afraid of others' judgment?"
parlare,presente,lui,"Lei parla fluentemente cinque lingue straniere grazie ai suoi viaggi internazionali","She speaks fluently five foreign languages thanks to her international travels"
parlare,presente,noi,"Parliamo sempre ad alta voce quando siamo emozionati per qualche notizia","We always speak loudly when excited about some news"
parlare,presente,voi,"Voi parlate spesso di politica durante le cene oppure evitate argomenti controversi?","Do you often talk about politics during dinners or avoid controversial topics?"
parlare,presente,loro,"Parlano sempre bene di tutti perché credono nell'importanza della gentilezza universale","They always speak well of everyone because they believe in importance of universal kindness"
parlare,futuro_semplice,io,"Parlerò al microfono davanti a mille persone durante la conferenza internazionale","I will speak at microphone in front of thousand people during international conference"
parlare,futuro_semplice,tu,"Tu parlerai finalmente con tuo padre di quella questione che vi divide?","Will you finally talk with your father about that issue dividing you?"
parlare,futuro_semplice,lui,"Lei parlerà al telefono con la famiglia ogni domenica quando si trasferirà","She will talk on phone with family every Sunday when she moves"
parlare,futuro_semplice,noi,"Parleremo insieme al direttore per risolvere questo problema lavorativo complicato","We will speak together with director to solve this complicated work problem"
parlare,futuro_semplice,voi,"Voi parlerete nella vostra lingua madre durante la visita ai nonni?","Will you speak in your native language during visit to grandparents?"
parlare,futuro_semplice,loro,"Parleranno per ore delle loro avventure durante il viaggio attorno al mondo","They will talk for hours about their adventures during trip around world"
parlare,passato_prossimo,io,"Ho parlato con il medico specialista dei risultati preoccupanti degli esami","I spoke with specialist doctor about worrying exam results"
parlare,passato_prossimo,tu,"Hai parlato abbastanza durante la riunione o avevi ancora cose da dire?","Did you speak enough during meeting or did you still have things to say?"
parlare,passato_prossimo,lui,"Ha parlato per tre ore consecutive senza mai fermarsi durante il dibattito","He spoke for three consecutive hours without ever stopping during debate"
parlare,passato_prossimo,noi,"Abbiamo parlato tutta la notte di progetti futuri e sogni da realizzare","We talked all night about future projects and dreams to realize"
parlare,passato_prossimo,voi,"Avete parlato con i vostri figli dell'importanza di essere onesti sempre?","Did you talk with your children about importance of always being honest?"
parlare,passato_prossimo,loro,"Hanno parlato male di noi alle spalle durante la festa di compleanno","They spoke badly of us behind our backs during birthday party"
partire,presente,io,"Parto sempre molto presto la mattina per evitare il traffico intenso cittadino","I always leave very early in morning to avoid heavy city traffic"
partire,presente,tu,"Tu parti mai per viaggi improvvisati o pianifichi sempre tutto nei dettagli?","Do you ever leave for improvised trips or do you always plan everything in detail?"
partire,presente,lui,"Lei parte per l'università ogni lunedì mattina prendendo il treno delle sette","She leaves for university every Monday morning taking seven o'clock train"
partire,presente,noi,"Partiamo insieme per le vacanze estive la settimana prossima con grande entusiasmo","We leave together for summer vacation next week with great enthusiasm"
partire,presente,voi,"Voi partite spesso per weekend romantici o preferite restare in città?","Do you often leave for romantic weekends or prefer staying in city?"
partire,presente,loro,"Partono sempre all'alba per evitare il caldo eccessivo durante i viaggi","They always leave at dawn to avoid excessive heat during trips"
partire,futuro_semplice,io,"Partirò per un viaggio intorno al mondo appena avrò risparmiato abbastanza","I will leave for trip around world as soon as I save enough"
partire,futuro_semplice,tu,"Tu partirai finalmente per quella destinazione esotica che sogni da anni?","Will you finally leave for that exotic destination you've dreamed of for years?"
partire,futuro_semplice,lui,"Lei partirà per gli Stati Uniti con una borsa di studio universitaria","She will leave for United States with university scholarship"
partire,futuro_semplice,noi,"Partiremo tutti insieme per una crociera nel Mediterraneo quest'estate","We will all leave together for Mediterranean cruise this summer"
partire,futuro_semplice,voi,"Voi partirete con il treno ad alta velocità o preferirete l'aereo?","Will you leave by high-speed train or will you prefer plane?"
partire,futuro_semplice,loro,"Partiranno per la luna di miele subito dopo la cerimonia nuziale","They will leave for honeymoon immediately after wedding ceremony"
partire,passato_prossimo,io,"Sono partito da casa alle cinque del mattino per arrivare puntuale","I left home at five in morning to arrive on time"
partire,passato_prossimo,tu,"Sei partito senza salutare nessuno durante la festa di addio organizzata?","Did you leave without saying goodbye to anyone during organized farewell party?"
partire,passato_prossimo,lui,"È partito per il servizio militare con le lacrime agli occhi","He left for military service with tears in eyes"
partire,passato_prossimo,noi,"Siamo partiti sotto la pioggia ma siamo arrivati con il sole","We left in rain but arrived in sunshine"
partire,passato_prossimo,voi,"Siete partiti all'orario previsto o avete dovuto posticipare la partenza?","Did you leave at scheduled time or did you have to postpone departure?"
partire,passato_prossimo,loro,"Sono partiti per sempre senza lasciare un indirizzo di contatto","They left forever without leaving contact address"
pensare,presente,io,"Penso sempre positivamente anche durante i momenti più difficili della mia vita","I always think positively even during most difficult moments of my life"
pensare,presente,tu,"Tu pensi mai alle conseguenze delle tue azioni prima di compierle?","Do you ever think about consequences of your actions before taking them?"
pensare,presente,lui,"Lei pensa troppo prima di prendere decisioni e spesso perde opportunità","She thinks too much before making decisions and often loses opportunities"
pensare,presente,noi,"Pensiamo sempre al futuro dei nostri figli quando prendiamo decisioni importanti","We always think about our children's future when making important decisions"
pensare,presente,voi,"Voi pensate spesso ai bei momenti del passato o preferite concentrarvi sul presente?","Do you often think about beautiful moments of past or prefer focusing on present?"
pensare,presente,loro,"Pensano che la vita sia troppo breve per sprecarla in cose negative","They think life is too short to waste on negative things"
pensare,futuro_semplice,io,"Penserò a una soluzione creativa per risolvere questo problema complicato","I will think of creative solution to solve this complicated problem"
pensare,futuro_semplice,tu,"Tu penserai ancora a quella persona quando sarai lontano da qui?","Will you still think about that person when you're far from here?"
pensare,futuro_semplice,lui,"Lei penserà a noi quando si trasferirà nella nuova città","She will think of us when she moves to new city"
pensare,futuro_semplice,noi,"Penseremo a un modo per aiutare quella famiglia in difficoltà economica","We will think of way to help that family in economic difficulty"
pensare,futuro_semplice,voi,"Voi penserete alle parole che vi ho detto quando prenderete la decisione?","Will you think about words I told you when making decision?"
pensare,futuro_semplice,loro,"Penseranno a noi quando guarderanno le foto di questa vacanza memorabile","They will think of us when looking at photos of this memorable vacation"
pensare,passato_prossimo,io,"Ho pensato a lungo prima di prendere questa decisione che cambierà tutto","I thought for long time before making this decision that will change everything"
pensare,passato_prossimo,tu,"Hai pensato alle conseguenze di quello che hai detto durante la discussione?","Did you think about consequences of what you said during argument?"
pensare,passato_prossimo,lui,"Ha pensato per giorni al problema prima di trovare la soluzione","He thought about problem for days before finding solution"
pensare,passato_prossimo,noi,"Abbiamo pensato molto prima di decidere di trasferirci in un'altra città","We thought a lot before deciding to move to another city"
pensare,passato_prossimo,voi,"Avete pensato abbastanza alle vostre responsabilità di genitori prima di decidere?","Did you think enough about your parental responsibilities before deciding?"
pensare,passato_prossimo,loro,"Hanno pensato che fosse facile ma si sono sbagliati completamente","They thought it was easy but were completely wrong"
