infinitive,tense,person,new_example,new_example_english
lavare,passato_prossimo,loro,"Hanno lavato il cane dopo che si era rotolato nel fango del giardino","They washed dog after it rolled in garden mud"
lavorare,presente,io,"Lavoro sempre con grande passione perché amo quello che faccio nella mia vita","I always work with great passion because I love what I do in my life"
lavorare,presente,tu,"Tu lavori mai durante i fine settimana o riesci a mantenere equilibrio?","Do you ever work during weekends or do you manage to maintain balance?"
lavorare,presente,lui,"Lei lavora come medico in ospedale aiutando pazienti con problemi gravi","She works as doctor in hospital helping patients with serious problems"
lavorare,presente,noi,"Lavoriamo insieme in questa azienda da più di dieci anni ormai","We work together in this company for more than ten years now"
lavorare,presente,voi,"Voi lavorate spesso in squadra o preferite svolgere compiti individuali?","Do you often work in teams or do you prefer performing individual tasks?"
lavorare,presente,loro,"Lavorano duramente per mantenere la famiglia e dare buona educazione ai figli","They work hard to support family and give good education to children"
lavorare,futuro_semplice,io,"Lavorerò nell'azienda dei miei sogni dopo aver completato tutti gli studi","I will work in company of my dreams after completing all studies"
lavorare,futuro_semplice,tu,"Tu lavorerai finalmente nel campo che ti appassiona veramente di più?","Will you finally work in field that truly passions you most?"
lavorare,futuro_semplice,lui,"Lei lavorerà come insegnante nella scuola elementare del suo paese","She will work as teacher in elementary school of her town"
lavorare,futuro_semplice,noi,"Lavoreremo insieme per realizzare questo progetto che ci sta a cuore","We will work together to realize this project that is dear to us"
lavorare,futuro_semplice,voi,"Voi lavorerete ancora in questa città o vi trasferirете altrove per carriera?","Will you still work in this city or will you move elsewhere for career?"
lavorare,futuro_semplice,loro,"Lavoreranno giorno e notte per completare il progetto entro la scadenza","They will work day and night to complete project by deadline"
lavorare,passato_prossimo,io,"Ho lavorato per quindici anni nella stessa ditta prima di cambiare completamente","I worked for fifteen years in same company before changing completely"
lavorare,passato_prossimo,tu,"Hai mai lavorato all'estero o hai sempre preferito restare in Italia?","Have you ever worked abroad or have you always preferred staying in Italy?"
lavorare,passato_prossimo,lui,"Ha lavorato tutta la vita per costruire l'impero economico della famiglia","He worked all his life to build family's economic empire"
lavorare,passato_prossimo,noi,"Abbiamo lavorato insieme su questo progetto per più di due anni consecutivi","We worked together on this project for more than two consecutive years"
lavorare,passato_prossimo,voi,"Avete lavorato abbastanza oggi o volete continuare ancora per qualche ora?","Did you work enough today or do you want to continue for few more hours?"
lavorare,passato_prossimo,loro,"Hanno lavorato senza sosta per aiutare le vittime del terremoto devastante","They worked non-stop to help victims of devastating earthquake"
leggere,presente,io,"Leggo sempre almeno una pagina prima di dormire per rilassare la mente","I always read at least one page before sleeping to relax mind"
leggere,presente,tu,"Tu leggi mai libri in lingua straniera per migliorare le tue competenze?","Do you ever read books in foreign language to improve your skills?"
leggere,presente,lui,"Lei legge romanzi storici perché la appassiona conoscere il passato dell'umanità","She reads historical novels because she's passionate about knowing humanity's past"
leggere,presente,noi,"Leggiamo insieme articoli di giornale durante la colazione mattutina quotidiana","We read newspaper articles together during daily morning breakfast"
leggere,presente,voi,"Voi leggete spesso riviste di moda o preferite generi letterari più impegnativi?","Do you often read fashion magazines or prefer more demanding literary genres?"
leggere,presente,loro,"Leggono sempre le istruzioni attentamente prima di usare apparecchiature nuove","They always read instructions carefully before using new equipment"
leggere,futuro_semplice,io,"Leggerò quel libro famoso che mi hai consigliato durante le vacanze estive","I will read that famous book you recommended during summer vacation"
leggere,futuro_semplice,tu,"Tu leggerai finalmente tutto quello scaffale di libri che accumuli da anni?","Will you finally read all that bookshelf you've been accumulating for years?"
leggere,futuro_semplice,lui,"Lei leggerà la tesi di laurea ad alta voce davanti alla commissione","She will read graduation thesis aloud in front of commission"
leggere,futuro_semplice,noi,"Leggeremo insieme tutti i classici della letteratura italiana che non conosciamo","We will read together all classics of Italian literature we don't know"
leggere,futuro_semplice,voi,"Voi leggerete le condizioni contrattuali prima di firmare questo documento importante?","Will you read contractual conditions before signing this important document?"
leggere,futuro_semplice,loro,"Leggeranno poesie d'amore durante la cerimonia di matrimonio che stanno organizzando","They will read love poems during wedding ceremony they're organizing"
leggere,passato_prossimo,io,"Ho letto tre libri durante le vacanze perché avevo finalmente tempo disponibile","I read three books during vacation because I finally had available time"
leggere,passato_prossimo,tu,"Hai letto l'articolo interessante sul giornale di oggi che parlava di scienza?","Did you read interesting article in today's newspaper that talked about science?"
leggere,passato_prossimo,lui,"Ha letto tutta l'enciclopedia quando era bambino perché era molto curioso","He read entire encyclopedia when he was child because he was very curious"
leggere,passato_prossimo,noi,"Abbiamo letto insieme quella storia commovente che ci ha fatto piangere","We read together that moving story that made us cry"
leggere,passato_prossimo,voi,"Avete letto il messaggio che vi abbiamo mandato ieri sera sul telefono?","Did you read message we sent you last night on phone?"
leggere,passato_prossimo,loro,"Hanno letto tutti i documenti legali prima di prendere la decisione finale","They read all legal documents before making final decision"
mandare,presente,io,"Mando sempre cartoline ai miei amici quando viaggio in luoghi esotici e interessanti","I always send postcards to my friends when traveling to exotic and interesting places"
mandare,presente,tu,"Tu mandi mai messaggi romantici alla tua fidanzata durante la giornata lavorativa?","Do you ever send romantic messages to your girlfriend during work day?"
mandare,presente,lui,"Lei manda i bambini dai nonni ogni estate per due settimane complete","She sends children to grandparents every summer for two complete weeks"
mandare,presente,noi,"Mandiamo sempre auguri speciali agli amici per ogni occasione importante dell'anno","We always send special wishes to friends for every important occasion of year"
mandare,presente,voi,"Voi mandate spesso regali ai parenti lontani per fargli sentire il vostro affetto?","Do you often send gifts to distant relatives to make them feel your affection?"
mandare,presente,loro,"Mandano rapporti dettagliati ogni settimana al direttore dell'azienda dove lavorano","They send detailed reports every week to director of company where they work"
mandare,futuro_semplice,io,"Manderò una lettera di ringraziamento a tutti quelli che mi hanno aiutato","I will send thank-you letter to all those who helped me"
mandare,futuro_semplice,tu,"Tu manderai finalmente quella domanda di lavoro che stai procrastinando da mesi?","Will you finally send that job application you've been procrastinating for months?"
mandare,futuro_semplice,lui,"Lei manderà gli inviti di matrimonio con almeno due mesi di anticipo","She will send wedding invitations with at least two months advance notice"
mandare,futuro_semplice,noi,"Manderemo i nostri figli in quella scuola privata che ha ottima reputazione","We will send our children to that private school with excellent reputation"
mandare,futuro_semplice,voi,"Voi manderete anche quest'anno cartoline di Natale a tutti i vostri conoscenti?","Will you send Christmas cards to all your acquaintances again this year?"
mandare,futuro_semplice,loro,"Manderanno aiuti economici alle famiglie colpite dalla calamità naturale devastante","They will send economic aid to families affected by devastating natural disaster"
mandare,passato_prossimo,io,"Ho mandato quel pacco importante tre giorni fa ma non è ancora arrivato","I sent that important package three days ago but it hasn't arrived yet"
mandare,passato_prossimo,tu,"Hai mandato gli auguri di compleanno a tua madre che festeggiava ieri?","Did you send birthday wishes to your mother who was celebrating yesterday?"
mandare,passato_prossimo,lui,"Ha mandato una email formale al direttore per richiedere un appuntamento urgente","He sent formal email to director to request urgent appointment"
mandare,passato_prossimo,noi,"Abbiamo mandato tutte le nostre candidature prima della scadenza ufficiale stabilita","We sent all our applications before established official deadline"
mandare,passato_prossimo,voi,"Avete mandato i documenti richiesti all'ufficio competente per completare la pratica?","Did you send required documents to competent office to complete procedure?"
mandare,passato_prossimo,loro,"Hanno mandato fiori e condoglianze alla famiglia dell'amico scomparso improvvisamente","They sent flowers and condolences to family of friend who died suddenly"
mangiare,presente,io,"Mangio sempre verdure fresche e frutta di stagione per mantenermi in salute","I always eat fresh vegetables and seasonal fruit to stay healthy"
mangiare,presente,tu,"Tu mangi mai cibo piccante o preferisci sapori più delicati e tradizionali?","Do you ever eat spicy food or do you prefer more delicate and traditional flavors?"
mangiare,presente,lui,"Lei mangia solo prodotti biologici perché è molto attenta alla qualità degli alimenti","She only eats organic products because she's very careful about food quality"
mangiare,presente,noi,"Mangiamo insieme tutti i giorni alla stessa ora per mantenere le tradizioni","We eat together every day at same time to maintain traditions"
mangiare,presente,voi,"Voi mangiate spesso al ristorante o cucinate sempre in casa per risparmiare?","Do you often eat at restaurants or do you always cook at home to save money?"
mangiare,presente,loro,"Mangiano solo cibo fatto in casa perché non si fidano della ristorazione","They only eat homemade food because they don't trust restaurant industry"
mangiare,futuro_semplice,io,"Mangerò sushi per la prima volta durante il viaggio in Giappone","I will eat sushi for first time during trip to Japan"
mangiare,futuro_semplice,tu,"Tu mangerai finalmente quelle verdure che eviti sempre di mettere nel piatto?","Will you finally eat those vegetables you always avoid putting on plate?"
mangiare,futuro_semplice,lui,"Lei mangerà dolci fatti in casa durante la festa di compleanno","She will eat homemade sweets during birthday party"
mangiare,futuro_semplice,noi,"Mangeremo specialità regionali durante il nostro tour gastronomico per l'Italia","We will eat regional specialties during our gastronomic tour of Italy"
mangiare,futuro_semplice,voi,"Voi mangerete insieme durante la cena di gala che si terrà sabato?","Will you eat together during gala dinner that will be held Saturday?"
mangiare,futuro_semplice,loro,"Mangeranno cibi esotici durante l'avventura culinaria che hanno pianificato","They will eat exotic foods during culinary adventure they planned"
mangiare,passato_prossimo,io,"Ho mangiato troppo durante la festa e ora mi sento molto appesantito","I ate too much during party and now feel very heavy"
mangiare,passato_prossimo,tu,"Hai mangiato qualcosa di particolare durante la tua vacanza all'estero?","Did you eat something particular during your vacation abroad?"
mangiare,passato_prossimo,lui,"Ha mangiato quel piatto tradizionale che sua nonna cucinava sempre","He ate that traditional dish his grandmother always cooked"
mangiare,passato_prossimo,noi,"Abbiamo mangiato in quel ristorante stellato che volevamo provare da tempo","We ate at that starred restaurant we wanted to try for long time"
mangiare,passato_prossimo,voi,"Avete mangiato abbastanza durante la cena o volete ancora qualcosa di dolce?","Did you eat enough during dinner or do you want something sweet?"
mangiare,passato_prossimo,loro,"Hanno mangiato insieme per l'ultima volta prima che si separassero per sempre","They ate together for last time before separating forever"
mettere,presente,io,"Metto sempre le chiavi nello stesso posto per non perderle mai durante","I always put keys in same place to never lose them during busy days"
mettere,presente,tu,"Tu metti mai da parte dei soldi per le emergenze o spendi tutto?","Do you ever put aside money for emergencies or do you spend everything?"
mettere,presente,lui,"Lei mette fiori freschi in ogni stanza della casa per renderla più accogliente","She puts fresh flowers in every room of house to make it more welcoming"
mettere,presente,noi,"Mettiamo sempre la sveglia mezz'ora prima per non arrivare mai in ritardo","We always set alarm half hour earlier to never arrive late"
mettere,presente,voi,"Voi mettete spesso musica di sottofondo durante le cene romantiche a casa?","Do you often put background music during romantic dinners at home?"
mettere,presente,loro,"Mettono sempre ordine nella casa prima che arrivino ospiti a trovarli","They always tidy up house before guests arrive to visit them"
mettere,futuro_semplice,io,"Metterò tutte le mie energie per realizzare questo sogno che custodisco","I will put all my energies to realize this dream I cherish"
mettere,futuro_semplice,tu,"Tu metterai finalmente ordine in quella camera che è un disastro totale?","Will you finally tidy up that room which is total disaster?"
mettere,futuro_semplice,lui,"Lei metterà il vestito più bello per l'occasione speciale di domani","She will put on most beautiful dress for tomorrow's special occasion"
mettere,futuro_semplice,noi,"Metteremo la casa in vendita se non riusciremo a pagare il mutuo","We will put house for sale if we can't pay mortgage"
mettere,futuro_semplice,voi,"Voi metterete anche quest'anno l'albero di Natale nel soggiorno principale?","Will you put Christmas tree in main living room again this year?"
mettere,futuro_semplice,loro,"Metteranno radici in questa nuova città dove hanno deciso di trasferirsi","They will put down roots in this new city where they decided to move"
mettere,passato_prossimo,io,"Ho messo il libro sullo scaffale sbagliato e ora non riesco a trovarlo","I put book on wrong shelf and now can't find it"
mettere,passato_prossimo,tu,"Hai messo abbastanza sale nella pasta o devo aggiungerne ancora un po'?","Did you put enough salt in pasta or should I add bit more?"
mettere,passato_prossimo,lui,"Ha messo da parte tutti i soldi necessari per comprare la casa","He put aside all money necessary to buy house"
mettere,passato_prossimo,noi,"Abbiamo messo insieme tutti i nostri risparmi per questo investimento importante","We put together all our savings for this important investment"
mettere,passato_prossimo,voi,"Avete messo le valigie in macchina prima di partire per le vacanze?","Did you put suitcases in car before leaving for vacation?"
mettere,passato_prossimo,loro,"Hanno messo fine alla loro relazione dopo anni di incomprensioni continue","They put end to their relationship after years of continuous misunderstandings"
mostrare,presente,io,"Mostro sempre le foto dei miei viaggi agli amici che vengono a trovarmi","I always show photos of my travels to friends who come visit me"
mostrare,presente,tu,"Tu mostri mai le tue emozioni vere o preferisci tenerle sempre nascoste?","Do you ever show your true emotions or do you prefer keeping them always hidden?"
mostrare,presente,lui,"Lei mostra grande pazienza quando insegna ai bambini piccoli a leggere","She shows great patience when teaching small children to read"
mostrare,presente,noi,"Mostriamo sempre rispetto per le opinioni diverse dalle nostre durante le discussioni","We always show respect for opinions different from ours during discussions"
mostrare,presente,voi,"Voi mostrate spesso affetto ai vostri genitori anziani con gesti di tenerezza?","Do you often show affection to your elderly parents with tender gestures?"
mostrare,presente,loro,"Mostrano orgoglio per i risultati ottenuti dai loro figli negli studi","They show pride for results obtained by their children in studies"
mostrare,futuro_semplice,io,"Mostrerò a tutti le capacità che ho sviluppato durante questi anni di studio","I will show everyone abilities I developed during these years of study"
mostrare,futuro_semplice,tu,"Tu mostrerai finalmente il tuo talento artistico al mondo che ti circonda?","Will you finally show your artistic talent to world around you?"
mostrare,futuro_semplice,lui,"Lei mostrerà la sua collezione di quadri durante l'esposizione che organizzerà","She will show her painting collection during exhibition she'll organize"
mostrare,futuro_semplice,noi,"Mostreremo ai visitatori tutti i tesori nascosti della nostra città antica","We will show visitors all hidden treasures of our ancient city"
mostrare,futuro_semplice,voi,"Voi mostrerete ai vostri nipoti le tradizioni che avete ereditato dai nonni?","Will you show your grandchildren traditions you inherited from grandparents?"
mostrare,futuro_semplice,loro,"Mostreranno al mondo intero la loro invenzione che rivoluzionerà la tecnologia","They will show entire world their invention that will revolutionize technology"
mostrare,passato_prossimo,io,"Ho mostrato al medico i risultati degli esami che avevo fatto","I showed doctor test results I had done"
mostrare,passato_prossimo,tu,"Hai mostrato abbastanza interesse per questo lavoro durante il colloquio di oggi?","Did you show enough interest for this job during today's interview?"
mostrare,passato_prossimo,lui,"Ha mostrato coraggio eccezionale durante l'emergenza che ha colpito il paese","He showed exceptional courage during emergency that struck country"
mostrare,passato_prossimo,noi,"Abbiamo mostrato la casa nuova a tutti i parenti durante la festa","We showed new house to all relatives during party"
mostrare,passato_prossimo,voi,"Avete mostrato le credenziali di accesso alla sicurezza dell'edificio aziendale?","Did you show access credentials to building security at company?"
mostrare,passato_prossimo,loro,"Hanno mostrato generosità incredibile aiutando quella famiglia in difficoltà economica","They showed incredible generosity helping that family in economic difficulty"
