infinitive,tense,person,new_example,new_example_english
cucinare,presente,loro,"Cucinano solo con ingredienti biologici acquistati direttamente dai produttori locali di fiducia","They cook only with organic ingredients bought directly from trusted local producers"
cucinare,futuro_semplice,io,"Cucinerò una cena speciale per il nostro anniversario di matrimonio che si avvicina","I will cook a special dinner for our wedding anniversary that is approaching"
cucinare,futuro_semplice,tu,"Tu cucinerai finalmente quel piatto complicato che stai studiando da mesi sui libri?","Will you finally cook that complicated dish you've been studying for months in books?"
cucinare,futuro_semplice,lui,"Lei cucinerà per tutti gli ospiti che verranno alla festa di compleanno","She will cook for all guests who will come to the birthday party"
cucinare,futuro_semplice,noi,"Cucineremo piatti tipici regionali durante la sagra del paese che organizziamo ogni estate","We will cook typical regional dishes during the village festival we organize every summer"
cucinare,futuro_semplice,voi,"Voi cucinerete insieme durante il corso di cucina che inizierete il prossimo mese?","Will you cook together during the cooking course you'll start next month?"
cucinare,futuro_semplice,loro,"Cucineranno specialità etniche nel nuovo ristorante che apriranno in centro città","They will cook ethnic specialties in the new restaurant they'll open downtown"
cucinare,passato_prossimo,io,"Ho cucinato per dodici persone durante la festa di laurea di mia sorella","I cooked for twelve people during my sister's graduation party"
cucinare,passato_prossimo,tu,"Hai mai cucinato qualcosa di così delizioso che tutti hanno chiesto la ricetta?","Have you ever cooked something so delicious that everyone asked for the recipe?"
cucinare,passato_prossimo,lui,"Ha cucinato tutta la notte per preparare il banchetto nuziale della sua migliore amica","He cooked all night to prepare the wedding banquet for his best friend"
cucinare,passato_prossimo,noi,"Abbiamo cucinato insieme un pranzo memorabile per festeggiare il ritorno del nonno","We cooked together a memorable lunch to celebrate grandfather's return"
cucinare,passato_prossimo,voi,"Avete cucinato abbastanza cibo per tutti gli invitati della festa di compleanno?","Did you cook enough food for all guests at the birthday party?"
cucinare,passato_prossimo,loro,"Hanno cucinato specialità della loro regione di origine per farci conoscere le tradizioni","They cooked specialties from their region of origin to introduce us to traditions"
danzare,presente,io,"Danzo sempre con passione ogni volta che sento musica latina o ritmi sudamericani","I always dance with passion every time I hear Latin music or South American rhythms"
danzare,presente,tu,"Tu danzi elegantemente il valzer viennese come un vero principe di altri tempi?","Do you elegantly dance the Viennese waltz like a true prince from other times?"
danzare,presente,lui,"Lei danza magnificamente la danza contemporanea esprimendo emozioni profonde con ogni movimento","She magnificently dances contemporary dance expressing deep emotions with every movement"
danzare,presente,noi,"Danziamo insieme ogni sabato sera nella scuola di ballo del quartiere frequentata","We dance together every Saturday evening at the neighborhood dance school we attend"
danzare,presente,voi,"Voi danzate spesso durante le feste tradizionali del vostro paese di origine?","Do you often dance during traditional festivals of your country of origin?"
danzare,presente,loro,"Danzano al ritmo della musica popolare durante le celebrazioni religiose più importanti","They dance to the rhythm of folk music during the most important religious celebrations"
danzare,futuro_semplice,io,"Danzerò sul palco del teatro per la prima volta nella mia vita professionale","I will dance on the theater stage for the first time in my professional life"
danzare,futuro_semplice,tu,"Tu danzerai finalmente quella coreografia che stai provando da mesi con determinazione?","Will you finally dance that choreography you've been practicing for months with determination?"
danzare,futuro_semplice,lui,"Lei danzerà nel corpo di ballo dell'opera più prestigiosa della città europea","She will dance in the ballet corps of the most prestigious opera in the European city"
danzare,futuro_semplice,noi,"Danzeremo tutti insieme durante il matrimonio di nostra cugina che si celebrerà","We will all dance together during our cousin's wedding that will be celebrated"
danzare,futuro_semplice,voi,"Voi danzerete nella competizione nazionale che si terrà nella capitale il prossimo anno?","Will you dance in the national competition that will be held in the capital next year?"
danzare,futuro_semplice,loro,"Danzeranno per raccogliere fondi destinati all'ospedale pediatrico della nostra regione","They will dance to raise funds for the pediatric hospital in our region"
danzare,passato_prossimo,io,"Ho danzato per tre ore consecutive senza mai fermarmi durante la festa di matrimonio","I danced for three consecutive hours without ever stopping during the wedding party"
danzare,passato_prossimo,tu,"Hai mai danzato davanti a un pubblico così numeroso ed entusiasta come stasera?","Have you ever danced in front of such a large and enthusiastic audience as tonight?"
danzare,passato_prossimo,lui,"Ha danzato con grazia celestiale durante il spettacolo che ha commosso tutti","He danced with celestial grace during the show that moved everyone"
danzare,passato_prossimo,noi,"Abbiamo danzato sotto le stelle durante la festa estiva organizzata in spiaggia","We danced under the stars during the summer party organized on the beach"
danzare,passato_prossimo,voi,"Avete danzato le danze folkloristiche tradizionali durante il festival culturale internazionale?","Did you dance traditional folk dances during the international cultural festival?"
danzare,passato_prossimo,loro,"Hanno danzato insieme per l'ultima volta prima che lei partisse per un altro continente","They danced together for the last time before she left for another continent"
dare,presente,io,"Do sempre il massimo impegno in tutto quello che faccio nella vita quotidiana","I always give my maximum effort in everything I do in daily life"
dare,presente,tu,"Tu dai spesso consigli utili ai tuoi amici quando attraversano momenti difficili?","Do you often give useful advice to your friends when they go through difficult times?"
dare,presente,lui,"Lei da lezioni private di pianoforte a bambini del quartiere ogni pomeriggio","She gives private piano lessons to neighborhood children every afternoon"
dare,presente,noi,"Diamo il benvenuto a tutti gli ospiti stranieri che visitano la nostra città","We welcome all foreign guests who visit our city"
dare,presente,voi,"Voi date sempre una mano ai vicini di casa quando hanno bisogno di aiuto?","Do you always lend a hand to neighbors when they need help?"
dare,presente,loro,"Danno spettacoli di beneficenza per raccogliere fondi destinati alle famiglie bisognose","They give charity shows to raise funds for families in need"
dare,futuro_semplice,io,"Darò tutto me stesso per realizzare questo progetto che mi sta molto a cuore","I will give everything of myself to realize this project that is very dear to my heart"
dare,futuro_semplice,tu,"Tu darai finalmente quella risposta che tutti stanno aspettando da settimane?","Will you finally give that answer everyone has been waiting for weeks?"
dare,futuro_semplice,lui,"Lei darà una festa memorabile per celebrare la sua promozione lavorativa meritata","She will give a memorable party to celebrate her well-deserved job promotion"
dare,futuro_semplice,noi,"Daremo una seconda possibilità a chi ha sbagliato ma ha dimostrato pentimento","We will give a second chance to those who made mistakes but showed repentance"
dare,futuro_semplice,voi,"Voi darete il vostro contributo per migliorare la situazione ambientale del pianeta?","Will you give your contribution to improve the planet's environmental situation?"
dare,futuro_semplice,loro,"Daranno l'annuncio ufficiale durante la conferenza stampa di domani mattina","They will give the official announcement during tomorrow morning's press conference"
dare,passato_prossimo,io,"Ho dato tutte le informazioni necessarie per completare la pratica burocratica","I gave all necessary information to complete the bureaucratic procedure"
dare,passato_prossimo,tu,"Hai dato il meglio di te stesso durante l'esame finale di laurea?","Did you give your best during the final graduation exam?"
dare,passato_prossimo,lui,"Ha dato prova di grande coraggio durante l'emergenza che ha colpito la città","He gave proof of great courage during the emergency that hit the city"
dare,passato_prossimo,noi,"Abbiamo dato ospitalità ai rifugiati che scappavano dalla guerra nel loro paese","We gave hospitality to refugees fleeing from war in their country"
dare,passato_prossimo,voi,"Avete dato un contributo importante per la riuscita di questo evento benefico?","Did you give an important contribution to the success of this charity event?"
dare,passato_prossimo,loro,"Hanno dato vita a un'iniziativa che ha cambiato la vita di molte persone","They gave life to an initiative that changed many people's lives"
dimenticare,presente,io,"Dimentico sempre dove ho messo le chiavi quando ho fretta di uscire di casa","I always forget where I put my keys when I'm in a hurry to leave home"
dimenticare,presente,tu,"Tu dimentichi mai i compleanni delle persone che ami di più nella vita?","Do you ever forget the birthdays of people you love most in life?"
dimenticare,presente,lui,"Lei dimentica spesso gli appuntamenti importanti perché non usa mai l'agenda elettronica","She often forgets important appointments because she never uses an electronic calendar"
dimenticare,presente,noi,"Dimentichiamo facilmente i torti subiti perché preferiamo guardare sempre al futuro","We easily forget wrongs suffered because we prefer to always look to the future"
dimenticare,presente,voi,"Voi dimenticate spesso di spegnere le luci quando uscite dalla stanza di casa?","Do you often forget to turn off lights when leaving rooms in the house?"
dimenticare,presente,loro,"Dimenticano sempre di chiamare i genitori per dire che sono arrivati sani","They always forget to call their parents to say they arrived safely"
dimenticare,futuro_semplice,io,"Dimenticherò tutti i brutti momenti passati per concentrarmi solo sulle cose belle","I will forget all past bad moments to focus only on beautiful things"
dimenticare,futuro_semplice,tu,"Tu dimenticherai mai le parole crudeli che ti hanno detto durante quella discussione?","Will you ever forget the cruel words they said to you during that argument?"
dimenticare,futuro_semplice,lui,"Lei dimenticherà presto questo dispiacere e tornerà a sorridere come prima","She will soon forget this sorrow and return to smiling like before"
dimenticare,futuro_semplice,noi,"Dimenticheremo le difficoltà di questo periodo quando tutto sarà finalmente risolto","We will forget the difficulties of this period when everything is finally resolved"
dimenticare,futuro_semplice,voi,"Voi dimenticherete di annaffiare le piante se non mettete un promemoria sul telefono?","Will you forget to water the plants if you don't put a reminder on your phone?"
dimenticare,futuro_semplice,loro,"Dimenticheranno questa brutta esperienza quando inizieranno la nuova vita in un'altra città","They will forget this bad experience when they start their new life in another city"
dimenticare,passato_prossimo,io,"Ho dimenticato completamente l'appuntamento dal medico che avevo prenotato da settimane","I completely forgot the doctor's appointment I had booked weeks ago"
dimenticare,passato_prossimo,tu,"Hai dimenticato di comprare il regalo per il compleanno di tua madre?","Did you forget to buy the gift for your mother's birthday?"
dimenticare,passato_prossimo,lui,"Ha dimenticato il portafoglio a casa e non ha potuto pagare il conto","He forgot his wallet at home and couldn't pay the bill"
dimenticare,passato_prossimo,noi,"Abbiamo dimenticato di prenotare il ristorante per la cena romantica di anniversario","We forgot to book the restaurant for the romantic anniversary dinner"
dimenticare,passato_prossimo,voi,"Avete dimenticato di chiudere il gas prima di partire per le vacanze estive?","Did you forget to turn off the gas before leaving for summer vacation?"
dimenticare,passato_prossimo,loro,"Hanno dimenticato tutto il dolore del passato e hanno ricominciato una nuova vita","They forgot all past pain and started a new life"
