infinitive,tense,person,new_example,new_example_english
entrare,presente,noi,"Entriamo tutti insieme nel teatro per assistere allo spettacolo che abbiamo prenotato","We all enter the theater together to attend the show we booked"
entrare,presente,voi,"Voi entrate mai in chiesa per pregare durante i momenti difficili della vita?","Do you ever enter church to pray during difficult moments in life?"
entrare,presente,loro,"Entrano in biblioteca ogni giorno per studiare in silenzio lontano dalle distrazioni","They enter the library every day to study in silence away from distractions"
entrare,futuro_semplice,io,"Entrerò nell'università dei miei sogni se supererò brillantemente tutti gli esami","I will enter my dream university if I pass all exams brilliantly"
entrare,futuro_semplice,tu,"Tu entrerai finalmente in quella squadra sportiva per cui ti alleni da mesi?","Will you finally enter that sports team you've been training for months?"
entrare,futuro_semplice,lui,"Lei entrerà nel mondo del lavoro dopo aver finito gli studi universitari","She will enter the working world after finishing university studies"
entrare,futuro_semplice,noi,"Entreremo nella nuova casa quando i lavori di ristrutturazione saranno completati","We will enter the new house when renovation work is completed"
entrare,futuro_semplice,voi,"Voi entrerete nel negozio quando aprirà o aspetterete che passi la folla?","Will you enter the store when it opens or wait for crowds to pass?"
entrare,futuro_semplice,loro,"Entreranno nel mercato internazionale dopo aver studiato attentamente la concorrenza","They will enter international market after carefully studying competition"
entrare,passato_prossimo,io,"Sono entrato nel ristorante giusto nel momento in cui iniziava a piovere","I entered the restaurant just as it started raining"
entrare,passato_prossimo,tu,"Sei entrato dalla porta principale o hai usato l'ingresso secondario del palazzo?","Did you enter through main door or use building's secondary entrance?"
entrare,passato_prossimo,lui,"È entrato nella stanza senza bussare e ha trovato una sorpresa inaspettata","He entered the room without knocking and found an unexpected surprise"
entrare,passato_prossimo,noi,"Siamo entrati nel museo proprio quando iniziava la visita guidata gratuita","We entered the museum just as the free guided tour was starting"
entrare,passato_prossimo,voi,"Siete entrati nel cinema durante la pubblicità o avete perso l'inizio del film?","Did you enter the cinema during ads or did you miss the beginning of the movie?"
entrare,passato_prossimo,loro,"Sono entrati nell'ascensore tutti insieme nonostante fosse già molto affollato","They all entered the elevator together despite it being already very crowded"
fare,presente,io,"Faccio sempre del mio meglio per aiutare le persone in difficoltà che incontro","I always do my best to help people in difficulty that I meet"
fare,presente,tu,"Tu fai spesso viaggi internazionali per lavoro o preferisci restare in Italia?","Do you often take international trips for work or do you prefer staying in Italy?"
fare,presente,lui,"Lei fa yoga ogni mattina per mantenere il corpo flessibile e la mente serena","She does yoga every morning to keep her body flexible and mind serene"
fare,presente,noi,"Facciamo sempre la spesa insieme il sabato mattina al mercato del centro","We always do grocery shopping together on Saturday morning at downtown market"
fare,presente,voi,"Voi fate mai volontariato durante il tempo libero per aiutare la comunità?","Do you ever volunteer during free time to help the community?"
fare,presente,loro,"Fanno sempre una passeggiata nel parco dopo cena per digerire meglio","They always take a walk in the park after dinner to digest better"
fare,futuro_semplice,io,"Farò tutto il possibile per realizzare il sogno che custodisco da anni","I will do everything possible to realize the dream I've kept for years"
fare,futuro_semplice,tu,"Tu farai finalmente quel viaggio in Giappone che rimandi da tre anni?","Will you finally take that trip to Japan you've been postponing for three years?"
fare,futuro_semplice,lui,"Lei farà una sorpresa incredibile al marito per il loro anniversario di matrimonio","She will make an incredible surprise for her husband for their wedding anniversary"
fare,futuro_semplice,noi,"Faremo una festa memorabile per celebrare la laurea di nostro figlio","We will throw a memorable party to celebrate our son's graduation"
fare,futuro_semplice,voi,"Voi farete sport regolarmente quando avrete più tempo libero a disposizione?","Will you exercise regularly when you have more free time available?"
fare,futuro_semplice,loro,"Faranno un investimento importante per espandere la loro attività commerciale","They will make an important investment to expand their commercial activity"
fare,passato_prossimo,io,"Ho fatto un errore grave che mi ha insegnato una lezione di vita","I made a serious mistake that taught me a life lesson"
fare,passato_prossimo,tu,"Hai fatto tutto quello che potevi per aiutare tua sorella in quel momento?","Did you do everything you could to help your sister in that moment?"
fare,passato_prossimo,lui,"Ha fatto un discorso commovente che ha fatto piangere tutti i presenti","He gave a moving speech that made all those present cry"
fare,passato_prossimo,noi,"Abbiamo fatto una scelta difficile ma necessaria per il bene della famiglia","We made a difficult but necessary choice for the good of the family"
fare,passato_prossimo,voi,"Avete fatto i compiti di matematica o li avete rimandati a domani?","Did you do your math homework or did you postpone it until tomorrow?"
fare,passato_prossimo,loro,"Hanno fatto un lungo viaggio attraverso l'Europa in macchina durante le vacanze","They took a long trip through Europe by car during vacation"
fermare,presente,io,"Fermo sempre l'auto quando vedo qualcuno che ha bisogno di aiuto sulla strada","I always stop the car when I see someone who needs help on the road"
fermare,presente,tu,"Tu fermi mai gli sconosciuti per chiedere informazioni stradali quando sei perso?","Do you ever stop strangers to ask for directions when you're lost?"
fermare,presente,lui,"Lei ferma il tempo quando suona il pianoforte con quella passione incredibile","She stops time when playing piano with that incredible passion"
fermare,presente,noi,"Fermiamo sempre la macchina per ammirare i paesaggi bellissimi durante i viaggi","We always stop the car to admire beautiful landscapes during trips"
fermare,presente,voi,"Voi fermate spesso la lettura per riflettere su quello che avete appena letto?","Do you often stop reading to reflect on what you just read?"
fermare,presente,loro,"Fermano il traffico ogni volta che attraversano la strada con quella lentezza","They stop traffic every time they cross the street with that slowness"
fermare,futuro_semplice,io,"Fermerò tutto quello che sto facendo per dedicarmi completamente alla famiglia","I will stop everything I'm doing to dedicate myself completely to family"
fermare,futuro_semplice,tu,"Tu fermerai finalmente quella cattiva abitudine che ti sta rovinando la salute?","Will you finally stop that bad habit that's ruining your health?"
fermare,futuro_semplice,lui,"Lei fermerà la macchina al primo distributore di benzina che troveremo","She will stop the car at the first gas station we find"
fermare,futuro_semplice,noi,"Fermeremo questo progetto se non vedremo risultati concreti entro il prossimo mese","We will stop this project if we don't see concrete results by next month"
fermare,futuro_semplice,voi,"Voi fermerete il tempo per godervi questi momenti speciali con i nonni?","Will you stop time to enjoy these special moments with grandparents?"
fermare,futuro_semplice,loro,"Fermeranno la produzione se i costi continueranno ad aumentare senza controllo","They will stop production if costs continue to increase without control"
fermare,passato_prossimo,io,"Ho fermato la macchina per aiutare una famiglia rimasta a piedi","I stopped the car to help a family left stranded"
fermare,passato_prossimo,tu,"Hai fermato quella discussione prima che diventasse una lite violenta?","Did you stop that argument before it became a violent fight?"
fermare,passato_prossimo,lui,"Ha fermato l'orologio nel momento esatto in cui è nata sua figlia","He stopped the clock at the exact moment his daughter was born"
fermare,passato_prossimo,noi,"Abbiamo fermato tutto per andare ad aiutare gli amici durante l'emergenza","We stopped everything to go help friends during the emergency"
fermare,passato_prossimo,voi,"Avete fermato la partita di calcio quando ha iniziato a piovere forte?","Did you stop the soccer game when it started raining hard?"
fermare,passato_prossimo,loro,"Hanno fermato i lavori di costruzione per proteggere un nido di uccelli","They stopped construction work to protect a bird's nest"
finire,presente,io,"Finisco sempre i progetti che inizio anche se richiedono mesi di lavoro costante","I always finish projects I start even if they require months of constant work"
finire,presente,tu,"Tu finisci mai i libri che cominci a leggere o li abbandoni a metà?","Do you ever finish books you start reading or abandon them halfway?"
finire,presente,lui,"Lei finisce ogni giornata lavorativa con un sorriso nonostante le difficoltà incontrate","She ends every work day with a smile despite difficulties encountered"
finire,presente,noi,"Finiamo sempre di cenare molto tardi perché ci piace conversare a tavola","We always finish dinner very late because we like conversing at table"
finire,presente,voi,"Voi finite spesso i compiti all'ultimo momento o li fate con anticipo?","Do you often finish homework at the last moment or do it in advance?"
finire,presente,loro,"Finiscono ogni spettacolo con un applauso scrosciante del pubblico entusiasta","They end every show with thunderous applause from enthusiastic audience"
finire,futuro_semplice,io,"Finirò finalmente questo corso di lingue che ho iniziato due anni fa","I will finally finish this language course I started two years ago"
finire,futuro_semplice,tu,"Tu finirai quella tesi di laurea prima della scadenza ufficiale dell'università?","Will you finish that graduation thesis before the university's official deadline?"
finire,futuro_semplice,lui,"Lei finirà il dipinto quando avrà trovato i colori giusti per completarlo","She will finish the painting when she finds the right colors to complete it"
finire,futuro_semplice,noi,"Finiremo la costruzione della casa prima dell'inverno se non ci saranno intoppi","We will finish building the house before winter if there are no hitches"
finire,futuro_semplice,voi,"Voi finirete il trasloco entro la fine della settimana o avete bisogno di aiuto?","Will you finish moving by the end of the week or do you need help?"
finire,futuro_semplice,loro,"Finiranno il progetto in anticipo se continueranno a lavorare con questo ritmo","They will finish the project ahead of schedule if they continue working at this pace"
finire,passato_prossimo,io,"Ho finito di scrivere il libro che sognavo di pubblicare da molti anni","I finished writing the book I had dreamed of publishing for many years"
finire,passato_prossimo,tu,"Hai finito tutti i compiti delle vacanze o ne hai ancora qualcuno da completare?","Did you finish all vacation homework or do you still have some to complete?"
finire,passato_prossimo,lui,"Ha finito il servizio militare obbligatorio con il grado di sergente","He finished mandatory military service with the rank of sergeant"
finire,passato_prossimo,noi,"Abbiamo finito di sistemare tutta la casa prima dell'arrivo degli ospiti","We finished arranging the whole house before guests arrived"
finire,passato_prossimo,voi,"Avete finito di mangiare o volete ancora un po' di dolce fatto in casa?","Did you finish eating or do you want some more homemade dessert?"
finire,passato_prossimo,loro,"Hanno finito la maratona nonostante non si fossero allenati abbastanza prima","They finished the marathon despite not having trained enough beforehand"
fumare,presente,io,"Fumo sempre una sigaretta dopo i pasti principali anche se so che fa male","I always smoke a cigarette after main meals even though I know it's bad"
fumare,presente,tu,"Tu fumi ancora come quando eri giovane o hai smesso per motivi di salute?","Do you still smoke like when you were young or did you quit for health reasons?"
fumare,presente,lui,"Lei fuma solo durante le feste perché dice che la rilassa e la diverte","She only smokes during parties because she says it relaxes and entertains her"
fumare,presente,noi,"Non fumiamo mai in casa perché rispettiamo la salute di tutti i membri","We never smoke at home because we respect the health of all members"
fumare,presente,voi,"Voi fumate spesso durante le pause di lavoro o avete smesso completamente?","Do you often smoke during work breaks or have you quit completely?"
fumare,presente,loro,"Fumano sempre fuori dal ristorante perché all'interno è severamente vietato dalla legge","They always smoke outside the restaurant because indoors it's strictly prohibited by law"
fumare,futuro_semplice,io,"Smetterò di fumare definitivamente quando nascerà mio figlio per dare il buon esempio","I will stop smoking permanently when my son is born to set a good example"
fumare,futuro_semplice,tu,"Tu smetterai di fumare se il medico ti dirà che è assolutamente necessario?","Will you quit smoking if the doctor tells you it's absolutely necessary?"
fumare,futuro_semplice,lui,"Lei smetterà di fumare gradualmente riducendo il numero di sigarette al giorno","She will quit smoking gradually by reducing the number of cigarettes per day"
fumare,futuro_semplice,noi,"Non fumeremo mai davanti ai bambini per non influenzarli negativamente","We will never smoke in front of children to not negatively influence them"
fumare,futuro_semplice,voi,"Voi smetterete di fumare insieme per sostenervi a vicenda durante il processo?","Will you quit smoking together to support each other during the process?"
fumare,futuro_semplice,loro,"Smetteranno di fumare quando capiranno veramente i danni che stanno causando alla salute","They will quit smoking when they truly understand the damage they're causing to health"
fumare,passato_prossimo,io,"Ho smesso di fumare tre anni fa e ora mi sento molto meglio","I quit smoking three years ago and now I feel much better"
fumare,passato_prossimo,tu,"Hai mai fumato durante la gravidanza o hai smesso immediatamente?","Did you ever smoke during pregnancy or did you quit immediately?"
fumare,passato_prossimo,lui,"Ha fumato per trent'anni prima di decidere di smettere per sempre","He smoked for thirty years before deciding to quit forever"
fumare,passato_prossimo,noi,"Abbiamo smesso di fumare insieme durante la stessa settimana per motivarci","We quit smoking together during the same week to motivate each other"
fumare,passato_prossimo,voi,"Avete mai fumato solo per curiosità durante l'adolescenza ribelle?","Did you ever smoke just out of curiosity during rebellious adolescence?"
fumare,passato_prossimo,loro,"Hanno smesso di fumare dopo aver visto i terribili effetti sui loro genitori","They quit smoking after seeing terrible effects on their parents"
