infinitive,tense,person,new_example,new_example_english
cominciare,presente,io,"Comincio sempre la giornata con una tazza di caffè forte e la lettura del giornale","I always start the day with a cup of strong coffee and reading the newspaper"
cominciare,presente,tu,"Tu cominci mai nuovi progetti senza aver finito quelli che hai già iniziato?","Do you ever start new projects without finishing the ones you've already started?"
cominciare,presente,lui,"Lei comincia ogni lezione con un sorriso e un saluto caloroso a tutti gli studenti","She starts every lesson with a smile and a warm greeting to all students"
cominciare,presente,noi,"Cominciamo sempre i viaggi molto presto per evitare il traffico intenso delle strade principali","We always start trips very early to avoid heavy traffic on main roads"
cominciare,presente,voi,"Voi cominciate spesso le diete ma poi le abbandonate dopo poche settimane di sacrifici?","Do you often start diets but then abandon them after a few weeks of sacrifices?"
cominciare,presente,loro,"Cominciano ogni riunione aziendale con un breve riassunto degli argomenti da discutere","They start every business meeting with a brief summary of topics to discuss"
cominciare,futuro_semplice,io,"Comincerò un nuovo corso di lingua straniera il prossimo mese per migliorare le mie competenze","I will start a new foreign language course next month to improve my skills"
cominciare,futuro_semplice,tu,"Tu comincerai finalmente quel libro che vuoi scrivere da quando eri al liceo?","Will you finally start that book you've wanted to write since you were in high school?"
cominciare,futuro_semplice,lui,"Lei comincerà il nuovo lavoro lunedì dopo aver completato tutte le procedure burocratiche","She will start the new job on Monday after completing all bureaucratic procedures"
cominciare,futuro_semplice,noi,"Cominceremo i lavori di ristrutturazione della casa appena arriverà il permesso del comune","We will start house renovation work as soon as the municipal permit arrives"
cominciare,futuro_semplice,voi,"Voi comincerete a risparmiare denaro per comprare l'appartamento che desiderate da tempo?","Will you start saving money to buy the apartment you've desired for a long time?"
cominciare,futuro_semplice,loro,"Cominceranno le riprese del film dopo aver trovato tutti gli attori principali necessari","They will start filming after finding all the necessary main actors"
cominciare,passato_prossimo,io,"Ho cominciato a studiare pianoforte quando avevo sei anni ma poi ho smesso","I started studying piano when I was six years old but then I stopped"
cominciare,passato_prossimo,tu,"Hai cominciato a capire l'importanza dell'amicizia vera durante i momenti difficili della vita?","Did you start understanding the importance of true friendship during difficult moments in life?"
cominciare,passato_prossimo,lui,"Ha cominciato a lavorare nell'azienda di famiglia subito dopo aver finito l'università","He started working in the family business immediately after finishing university"
cominciare,passato_prossimo,noi,"Abbiamo cominciato questo progetto tre anni fa e finalmente stiamo vedendo i primi risultati","We started this project three years ago and are finally seeing the first results"
cominciare,passato_prossimo,voi,"Avete cominciato a organizzare il matrimonio o state ancora decidendo la data precisa?","Did you start organizing the wedding or are you still deciding on the exact date?"
cominciare,passato_prossimo,loro,"Hanno cominciato a dubitare delle sue intenzioni dopo aver scoperto alcuni fatti sospetti","They started doubting his intentions after discovering some suspicious facts"
comprare,presente,io,"Compro sempre frutta e verdura biologica al mercato del centro ogni sabato mattina","I always buy organic fruits and vegetables at the downtown market every Saturday morning"
comprare,presente,tu,"Tu compri mai vestiti online o preferisci provarli prima nei negozi fisici?","Do you ever buy clothes online or do you prefer trying them on first in physical stores?"
comprare,presente,lui,"Lei compra solo prodotti di alta qualità anche se costano di più del normale","She only buys high-quality products even if they cost more than normal"
comprare,presente,noi,"Compriamo insieme tutti i regali di Natale per evitare di spendere troppo denaro","We buy all Christmas gifts together to avoid spending too much money"
comprare,presente,voi,"Voi comprate spesso cose che non vi servono veramente quando andate nei centri commerciali?","Do you often buy things you don't really need when you go to shopping centers?"
comprare,presente,loro,"Comprano una casa nuova ogni cinque anni perché amano cambiare spesso ambiente domestico","They buy a new house every five years because they love changing domestic environments often"
comprare,futuro_semplice,io,"Comprerò una macchina elettrica per contribuire alla protezione dell'ambiente del nostro pianeta","I will buy an electric car to contribute to protecting our planet's environment"
comprare,futuro_semplice,tu,"Tu comprerai finalmente quel computer nuovo che stai desiderando da molti mesi?","Will you finally buy that new computer you've been wanting for many months?"
comprare,futuro_semplice,lui,"Lei comprerà un regalo speciale per il compleanno della sua migliore amica del cuore","She will buy a special gift for her best friend's birthday"
comprare,futuro_semplice,noi,"Compreremo una casa al mare quando avremo risparmiato abbastanza denaro per l'anticipo","We will buy a house by the sea when we have saved enough money for the down payment"
comprare,futuro_semplice,voi,"Voi comprerete i biglietti per il concerto prima che finiscano tutti nei punti vendita?","Will you buy concert tickets before they all sell out at the sales points?"
comprare,futuro_semplice,loro,"Compreranno tutti i mobili nuovi dopo aver finito i lavori di ristrutturazione della casa","They will buy all new furniture after finishing the house renovation work"
comprare,passato_prossimo,io,"Ho comprato un libro interessante sulla storia antica che sto leggendo la sera","I bought an interesting book about ancient history that I'm reading in the evening"
comprare,passato_prossimo,tu,"Hai comprato tutto quello che serviva per la cena di stasera con gli amici?","Did you buy everything needed for tonight's dinner with friends?"
comprare,passato_prossimo,lui,"Ha comprato un anello di fidanzamento costoso per fare la proposta di matrimonio","He bought an expensive engagement ring to make the marriage proposal"
comprare,passato_prossimo,noi,"Abbiamo comprato i biglietti per il viaggio in Giappone che sognavamo da anni","We bought tickets for the trip to Japan we had been dreaming of for years"
comprare,passato_prossimo,voi,"Avete comprato abbastanza cibo per tutti gli ospiti che verranno alla festa domenicale?","Did you buy enough food for all guests who will come to the Sunday party?"
comprare,passato_prossimo,loro,"Hanno comprato una casa bellissima in campagna dove andare nei fine settimana per rilassarsi","They bought a beautiful house in the countryside to go to on weekends to relax"
conoscere,presente,io,"Conosco molto bene questa città perché ci vivo da quando sono nato trent'anni fa","I know this city very well because I've lived here since I was born thirty years ago"
conoscere,presente,tu,"Tu conosci qualche ristorante buono in questa zona dove possiamo andare stasera a cena?","Do you know any good restaurants in this area where we can go for dinner tonight?"
conoscere,presente,lui,"Lei conosce perfettamente cinque lingue straniere grazie ai suoi numerosi viaggi internazionali","She perfectly knows five foreign languages thanks to her numerous international travels"
conoscere,presente,noi,"Conosciamo tutti i segreti di questa ricetta tradizionale che passa di generazione in generazione","We know all the secrets of this traditional recipe that passes from generation to generation"
conoscere,presente,voi,"Voi conoscete la strada per arrivare al centro commerciale nuovo o serve il navigatore?","Do you know the way to get to the new shopping center or do we need GPS?"
conoscere,presente,loro,"Conoscono ogni angolo di questa biblioteca perché studiano qui da molti anni consecutivi","They know every corner of this library because they've been studying here for many consecutive years"
conoscere,futuro_semplice,io,"Conoscerò finalmente i genitori della mia fidanzata durante la cena di domenica prossima","I will finally meet my girlfriend's parents during next Sunday's dinner"
conoscere,futuro_semplice,tu,"Tu conoscerai molte persone interessanti durante il tuo viaggio di lavoro in Asia?","Will you meet many interesting people during your business trip to Asia?"
conoscere,futuro_semplice,lui,"Lei conoscerà la verità sulla situazione quando leggerà tutti i documenti ufficiali importanti","She will know the truth about the situation when she reads all the important official documents"
conoscere,futuro_semplice,noi,"Conosceremo meglio la cultura locale durante i tre mesi che passeremo in questo paese","We will better know local culture during the three months we'll spend in this country"
conoscere,futuro_semplice,voi,"Voi conoscerete presto il risultato dell'esame che avete sostenuto la settimana scorsa?","Will you soon know the result of the exam you took last week?"
conoscere,futuro_semplice,loro,"Conosceranno tutti i dettagli del progetto quando parteciperanno alla riunione di lunedì","They will know all project details when they participate in Monday's meeting"
conoscere,passato_prossimo,io,"Ho conosciuto mia moglie durante una festa di compleanno di un amico comune","I met my wife during a birthday party of a mutual friend"
conoscere,passato_prossimo,tu,"Hai mai conosciuto una persona famosa durante i tuoi viaggi o eventi speciali?","Have you ever met a famous person during your travels or special events?"
conoscere,passato_prossimo,lui,"Ha conosciuto il suo migliore amico il primo giorno di scuola elementare molti anni fa","He met his best friend on the first day of elementary school many years ago"
conoscere,passato_prossimo,noi,"Abbiamo conosciuto una famiglia molto ospitale durante la vacanza in quel piccolo paese di montagna","We met a very hospitable family during vacation in that small mountain village"
conoscere,passato_prossimo,voi,"Avete conosciuto persone interessanti durante il corso di cucina che avete frequentato insieme?","Did you meet interesting people during the cooking course you attended together?"
conoscere,passato_prossimo,loro,"Hanno conosciuto il dolore della perdita quando il loro cane è morto dopo quindici anni","They experienced the pain of loss when their dog died after fifteen years"
controllare,presente,io,"Controllo sempre la posta elettronica ogni mattina prima di iniziare a lavorare al computer","I always check email every morning before starting to work on the computer"
controllare,presente,tu,"Tu controlli mai la pressione delle gomme della macchina prima di partire per viaggi lunghi?","Do you ever check your car tire pressure before leaving for long trips?"
controllare,presente,lui,"Lei controlla attentamente tutti i documenti prima di firmare qualsiasi tipo di contratto importante","She carefully checks all documents before signing any type of important contract"
controllare,presente,noi,"Controlliamo insieme tutti i calcoli prima di consegnare il progetto al nostro capo","We check all calculations together before submitting the project to our boss"
controllare,presente,voi,"Voi controllate spesso il vostro conto bancario online per tenere traccia delle spese mensili?","Do you often check your bank account online to keep track of monthly expenses?"
controllare,presente,loro,"Controllano la qualità di ogni prodotto prima di metterlo in vendita nel loro negozio","They check the quality of every product before putting it on sale in their store"
controllare,futuro_semplice,io,"Controllerò personalmente che tutto sia pronto per la festa di compleanno di mia figlia","I will personally check that everything is ready for my daughter's birthday party"
controllare,futuro_semplice,tu,"Tu controllerai finalmente il tetto di casa per vedere se ci sono perdite d'acqua?","Will you finally check the house roof to see if there are water leaks?"
controllare,futuro_semplice,lui,"Lei controllerà tutti i dettagli del matrimonio per assicurarsi che sia perfetto in ogni aspetto","She will check all wedding details to ensure it's perfect in every aspect"
controllare,futuro_semplice,noi,"Controlleremo tutte le prenotazioni prima di confermare definitivamente la data del viaggio in gruppo","We will check all bookings before definitively confirming the group trip date"
controllare,futuro_semplice,voi,"Voi controllerete se la macchina funziona bene prima di partire per le vacanze estive?","Will you check if the car works well before leaving for summer vacation?"
controllare,futuro_semplice,loro,"Controlleranno ogni singolo documento prima di presentare la richiesta ufficiale al ministero competente","They will check every single document before submitting the official request to the relevant ministry"
controllare,passato_prossimo,io,"Ho controllato tre volte l'indirizzo prima di spedire la lettera importante per posta","I checked the address three times before mailing the important letter"
controllare,passato_prossimo,tu,"Hai controllato se hai preso tutto quello che serve per il weekend in montagna?","Did you check if you took everything needed for the weekend in the mountains?"
controllare,passato_prossimo,lui,"Ha controllato accuratamente tutti i conti della ditta prima di firmare il bilancio annuale","He carefully checked all company accounts before signing the annual budget"
controllare,passato_prossimo,noi,"Abbiamo controllato ogni stanza dell'hotel prima di confermare la prenotazione per le vacanze","We checked every hotel room before confirming the vacation reservation"
controllare,passato_prossimo,voi,"Avete controllato che tutte le finestre fossero chiuse prima di uscire di casa stamattina?","Did you check that all windows were closed before leaving home this morning?"
controllare,passato_prossimo,loro,"Hanno controllato attentamente le condizioni meteorologiche prima di decidere di fare l'escursione","They carefully checked weather conditions before deciding to go on the hike"
correre,presente,io,"Corro sempre nel parco ogni mattina per mantenermi in forma e iniziare bene la giornata","I always run in the park every morning to stay fit and start the day well"
correre,presente,tu,"Tu corri mai sotto la pioggia o aspetti sempre che il tempo migliori?","Do you ever run in the rain or do you always wait for the weather to improve?"
correre,presente,lui,"Lei corre velocemente verso l'autobus per non arrivare in ritardo al lavoro importante","She runs quickly toward the bus to not be late for important work"
correre,presente,noi,"Corriamo insieme ogni sera dopo il lavoro per scaricare lo stress della giornata faticosa","We run together every evening after work to release the stress of the tiring day"
correre,presente,voi,"Voi correte spesso nelle gare amatoriali della città o preferite allenarvi da soli?","Do you often run in the city's amateur races or do you prefer training alone?"
correre,presente,loro,"Corrono per raggiungere la stazione del treno prima che parta l'ultimo treno della sera","They run to reach the train station before the last evening train leaves"
correre,futuro_semplice,io,"Correrò la maratona di New York l'anno prossimo se riuscirò ad allenarmi adeguatamente","I will run the New York marathon next year if I manage to train adequately"
correre,futuro_semplice,tu,"Tu correrai finalmente quella gara che sogni di fare da quando eri adolescente?","Will you finally run that race you've dreamed of doing since you were a teenager?"
correre,futuro_semplice,lui,"Lei correrà più velocemente quando avrà perso i chili in eccesso che la rallentano","She will run faster when she has lost the excess weight that slows her down"
correre,futuro_semplice,noi,"Correremo tutti insieme nella gara benefica per raccogliere fondi per l'ospedale pediatrico","We will all run together in the charity race to raise funds for the children's hospital"
correre,futuro_semplice,voi,"Voi correrete nella competizione regionale se continuerete ad allenarvi con questa costanza?","Will you run in the regional competition if you continue training with this consistency?"
correre,futuro_semplice,loro,"Correranno per le strade della città durante la manifestazione sportiva che durerà tutto il weekend","They will run through city streets during the sports event that will last all weekend"
correre,passato_prossimo,io,"Ho corso per dieci chilometri senza fermarmi durante l'allenamento di ieri pomeriggio","I ran for ten kilometers without stopping during yesterday afternoon's training"
correre,passato_prossimo,tu,"Hai mai corso così velocemente da sentire il cuore battere fortissimo nel petto?","Have you ever run so fast that you felt your heart beating very strongly in your chest?"
correre,passato_prossimo,lui,"Ha corso sotto la pioggia torrenziale per portare aiuto alla famiglia in difficoltà","He ran in torrential rain to bring help to the family in difficulty"
correre,passato_prossimo,noi,"Abbiamo corso insieme per arrivare in tempo allo spettacolo che iniziava alle otto","We ran together to arrive on time for the show that started at eight"
correre,passato_prossimo,voi,"Avete corso abbastanza oggi durante l'allenamento o volete fare ancora qualche giro del parco?","Did you run enough today during training or do you want to do a few more laps around the park?"
correre,passato_prossimo,loro,"Hanno corso per tre ore consecutive durante la gara di resistenza più difficile della regione","They ran for three consecutive hours during the most difficult endurance race in the region"
